Lever position ;Ship speed (v) ;Gas Turbine (GT);GT rate of revolutions (GTn) ;Starboard Propeller Torque ;Port Propeller Torque (Tp);Hight Pressure (HP);HP Turbine exit pressure;GT Compressor outlet air pressure (P2) [bar]  ;GT exhaust gas pressure (Pexh) ;Turbine Injecton Control (TIC) [%]  ;GT Compressor decay state coefficient  ;FuelFlow
6.175;18;29.779.977;2.307.327;246.111;246.111;763.218;2.507;13.154;1.031;33.579;0.981;0.665
7.148;21;38.993.353;2.678.075;332.223;332.223;814.446;2.973;15.458;1.036;43.237;0.981;0.856
8.206;24;50.993.693;3.087.484;438.024;438.024;911.434;3.584;18.344;1.042;59.375;0.981;1.175
9.3;27;72.774.731;3.560.403;644.9;644.9;1.063.792;4.514;22.499;1.051;88.128;0.981;1.745
1.138;3;1.923.147;1.400.136;10.37;10.37;485.275;1.166;6.223;1.019;0.0;0.981;0.111
2.088;6;5.987.893;1.391.791;31.064;31.064;572.744;1.308;7.009;1.02;0.0;0.981;0.218
3.144;9;8.377.494;1.386.748;60.335;60.335;575.825;1.39;7.443;1.02;11.892;0.981;0.235
4.161;12;14.720.945;1547.46;113.757;113.757;629.716;1.66;8.856;1.023;16.697;0.981;0.331
5.14;15;21.629.956;1.924.337;175.288;175.288;695.775;2.083;11.017;1.027;24.517;0.981;0.485
6.175;18;29.789.821;2.307.493;246.228;246.228;762.246;2.507;13.143;1.031;33.522;0.981;0.664
7.148;21;38.992.861;2.678.077;332.247;332.247;813.454;2.972;15.441;1.036;43.158;0.981;0.855
8.206;24;50.993.619;3.087.484;437.953;437.953;910.411;3.583;18.324;1.042;59.279;0.981;1.174
9.3;27;72.775.499;3.560.408;644.836;644.836;1.062.943;4.513;22.472;1.051;88.024;0.981;1.742
1.138;3;2.823.999;1.412.309;11.125;11.125;511.3;1.202;6.415;1.019;0.0;0.981;0.142
2.088;6;6.243.245;1.390.178;30.766;30.766;579.317;1.315;7.044;1.02;0.248;0.981;0.227
3.144;9;8.377.614;1.386.748;60.337;60.337;575.046;1.39;7.436;1.021;11.859;0.981;0.235
4.161;12;14.721.038;1.547.461;113.757;113.757;628.869;1.66;8.848;1.023;16.655;0.981;0.33
5.14;15;21.630.046;1.924.339;175.284;175.284;694.84;2.082;11.006;1.027;24.462;0.981;0.484
6.175;18;29.790.206;2.307.475;246.183;246.183;761.187;2.507;13.13;1.031;33.452;0.981;0.662
7.148;21;38.992.414;2678.08;332.191;332.191;812.464;2.972;15.424;1.036;43.079;0.981;0.853
8.206;24;50.993.517;3.087.483;438.095;438.095;909.392;3.582;18.304;1.042;59.184;0.981;1.172
9.3;27;72.776.621;3.560.402;644.824;644.824;1.062.097;4.511;22.446;1.051;87.922;0.981;1.74
1.138;3;3.967.553;1.414.285;11.263;11.263;543.882;1.243;6.633;1.019;0.0;0.981;0.181
2.088;6;6.358.091;1.388.964;30.538;30.538;582.043;1.318;7.055;1.02;1.027;0.981;0.232
3.144;9;8.377.671;1.386.749;60.343;60.343;574.268;1.39;7.429;1.021;11.826;0.981;0.234
4.161;12;14.721.035;1.547.461;113.77;113.77;628.024;1.659;8.839;1.023;16.614;0.981;0.329
5.14;15;21630.29;1924.34;175.267;175.267;693.909;2.082;10.995;1.027;24.408;0.981;0.483
6.175;18;29.790.519;2.307.455;246.25;246.25;760.13;2.506;13.116;1.031;33.382;0.981;0.661
7.148;21;38.991.999;2678.08;332.295;332.295;811.477;2.971;15.408;1.036;43.0;0.981;0.851
8.206;24;50993.46;3.087.483;437.968;437.968;908.376;3.581;18.283;1.042;59.088;0.981;1.17
9.3;27;72775.63;3.560.418;645.074;645.074;1.061.243;4.51;22.419;1.051;87.817;0.981;1.738
1.138;3;5.747.252;1.399.432;10.379;10.379;593.379;1.297;6.938;1.019;0.0;0.981;0.241
2.088;6;6.468.905;1.387.516;30.268;30.268;584.591;1.321;7.063;1.02;2.243;0.981;0.236
3.144;9;8.377.779;1.386.749;60.343;60.343;573.492;1.39;7.422;1.021;11.793;0.981;0.233
4.161;12;14.721.161;1.547.462;113.766;113.766;627.181;1.659;8.83;1.023;16.572;0.981;0.328
5.14;15;21.630.621;1.924.342;175.291;175.291;692.98;2.082;10.984;1.027;24.354;0.981;0.482
6.175;18;29.790.862;2.307.438;246.206;246.206;759.077;2.506;13.103;1.031;33.312;0.981;0.66
7.148;21;38.991.523;2.678.084;332.291;332.291;810.493;2.971;15.391;1.036;42.921;0.981;0.85
8.206;24;50.993.413;3.087.481;438.037;438.037;907.364;3.58;18.263;1.042;58.993;0.981;1.168
9.3;27;72.777.516;3.560.409;645.149;645.149;1.060.405;4.509;22.393;1.051;87.716;0.981;1.736
1.138;3;6.884.077;1.378.891;9.167;9.167;626.616;1.325;7.099;1.019;1.335;0.981;0.285
2.088;6;6.440.458;1.387.854;30.331;30.331;582.973;1.32;7.054;1.02;1.742;0.981;0.234
3.144;9;8.377.937;1386.75;60.347;60.347;572.718;1.39;7.415;1.021;11.76;0.981;0.233
4.161;12;14721.25;1.547.463;113.771;113.771;626.341;1.659;8.821;1.023;16.531;0.981;0.327
5.14;15;21630.69;1.924.344;175.253;175.253;692.052;2.082;10.973;1.027;24.299;0.981;0.481
6.175;18;29.791.121;2.307.416;246.229;246.229;758.026;2.506;13.09;1.031;33.243;0.981;0.658
7.148;21;38.991.161;2.678.082;332.272;332.272;809.512;2.97;15.375;1.036;42.843;0.981;0.848
8.206;24;50.993.384;3.087.478;438.027;438.027;906.354;3.58;18.243;1.042;58.899;0.981;1.166
9.3;27;72.777.984;3560.41;644.947;644.947;1.059.563;4.508;22.367;1.051;87.614;0.981;1.734
1.138;3;6.802.927;1.341.925;7.053;7.053;634.032;1.312;7.041;1.019;21.001;0.981;0.306
2.088;6;6.643.926;1.384.715;29.747;29.747;588.51;1.325;7.076;1.02;4.017;0.981;0.243
3.144;9;8.377.974;1.386.751;60.344;60.344;571.945;1.389;7.408;1.021;11.728;0.981;0.232
4.161;12;14721.34;1.547.463;113.77;113.77;625.502;1.659;8.813;1.023;16.49;0.981;0.326
5.14;15;21630.88;1.924.345;175.259;175.259;691.128;2.081;10.962;1.027;24.245;0.981;0.48
6.175;18;29.791.491;2.307.404;246.201;246.201;756.979;2.505;13.077;1.031;33.173;0.981;0.657
7.148;21;38.990.772;2.678.084;332.286;332.286;808.533;2.969;15.358;1.036;42.765;0.981;0.847
8.206;24;50.993.295;3.087.477;437.942;437.942;905.347;3.579;18.223;1.042;58.804;0.981;1.164
9.3;27;72.778.564;3.560.414;645.115;645.115;1.058.724;4.507;22.341;1.051;87.512;0.981;1.732
1.138;3;3.450.142;1.391.306;9.942;9.942;548.244;1.222;6.655;1.019;4.247;0.982;0.182
2.088;6;3.168.305;1.378.352;28.454;28.454;509.571;1.214;6.595;1.02;2.466;0.982;0.135
3.144;9;8.375.228;1.386.736;60.3;60.3;591.301;1.392;7.589;1.02;12.545;0.982;0.248
4.161;12;14.719.151;1.547.447;113.747;113.747;646.646;1.664;9.038;1.022;17.523;0.982;0.347
5.14;15;21.626.089;1.924.305;175.238;175.238;714.453;2.089;11.246;1.026;25.607;0.982;0.507
6.175;18;29.761.078;2306.85;245.973;245.973;783.49;2.513;13.412;1.03;34.919;0.982;0.691
7.148;21;39.004.145;2.678.022;332.405;332.405;833.16;2.985;15.785;1.035;44.743;0.982;0.886
8.206;24;50.987.458;3.087.229;437.891;437.891;930.792;3.599;18.739;1.041;61.193;0.982;1.211
9.3;27;72.757.856;3.560.369;644.701;644.701;1.079.322;4.537;23.02;1.051;90.057;0.982;1.783
1.138;3;3.968.929;1.391.271;9.936;9.936;562.668;1.24;6.75;1.019;4.108;0.982;0.199
2.088;6;3.289.604;1.380.484;28.849;28.849;511.955;1.219;6.613;1.02;1.229;0.982;0.137
3.144;9;8.375.421;1.386.736;60.314;60.314;590.49;1.392;7.582;1.02;12.511;0.982;0.248
4.161;12;14.719.219;1.547.448;113.742;113.742;645.757;1.664;9.028;1.022;17.48;0.982;0.346
5.14;15;21.626.277;1.924.307;175.256;175.256;713.47;2.088;11.234;1.026;25.55;0.982;0.506
6.175;18;29.761.186;2.306.841;246.006;246.006;782.364;2.513;13.398;1.03;34.845;0.982;0.69
7.148;21;39.003.548;2.678.026;332.365;332.365;832.116;2.984;15.768;1.036;44.66;0.982;0.884
8.206;24;50.989.088;3087.28;438.069;438.069;929.713;3.598;18.719;1.041;61.094;0.982;1.209
9.3;27;72.758.794;3.560.371;644.693;644.693;1.078.424;4.536;22.993;1.051;89.949;0.982;1.781
1.138;3;4.545.767;1387.47;9.719;9.719;579.219;1.258;6.848;1.019;4.22;0.982;0.219
2.088;6;3.415.766;1.382.664;29.259;29.259;514.649;1.224;6.634;1.02;0.217;0.982;0.14
3.144;9;8.375.479;1.386.737;60.315;60.315;589.68;1.392;7.574;1.02;12.478;0.982;0.247
4.161;12;14.719.325;1.547.448;113.748;113.748;644.87;1.664;9.019;1.022;17.437;0.982;0.345
5.14;15;21.626.659;1.924.308;175.219;175.219;712.491;2.088;11.222;1.026;25.494;0.982;0.505
6.175;18;29.761.257;2.306.833;245.965;245.965;781.241;2.512;13.385;1.03;34.771;0.982;0.688
7.148;21;39.003.034;2.678.028;332.401;332.401;831.074;2.984;15.75;1.036;44.578;0.982;0.883
8.206;24;50990.27;3087.32;438.042;438.042;928.636;3.598;18.698;1.042;60.995;0.982;1.208
9.3;27;72.759.827;3.560.371;644.997;644.997;1.077.528;4.535;22.965;1.051;89.842;0.982;1.778
1.138;3;5.076.304;1.381.376;9.354;9.354;594.119;1.274;6.934;1.019;4.46;0.982;0.238
2.088;6;3.707.886;1.386.631;30.016;30.016;522.22;1.235;6.696;1.02;0.0;0.982;0.149
3.144;9;8.375.632;1.386.738;60.317;60.317;588.873;1.392;7.567;1.02;12.444;0.982;0.246
4.161;12;14.719.338;1.547.449;113.748;113.748;643.985;1.663;9.01;1.022;17.394;0.982;0.344
5.14;15;21.626.758;1924.31;175.24;175.24;711.512;2.088;11.211;1.026;25.437;0.982;0.504
6.175;18;29.761.373;2.306.818;245.937;245.937;780.121;2.512;13.371;1.03;34.698;0.982;0.687
7.148;21;39.002.403;2.678.033;332.403;332.403;830.036;2.983;15.733;1.036;44.495;0.982;0.881
8.206;24;50.991.127;3.087.356;437.925;437.925;927.561;3.597;18.677;1.042;60.896;0.982;1.206
9.3;27;72.760.395;3.560.376;644.74;644.74;1.076.634;4.534;22.938;1.051;89.734;0.982;1.776
1.138;3;5.550.666;1.370.318;8.711;8.711;610.441;1.285;7.002;1.019;8.681;0.982;0.261
2.088;6;3.668.017;1.386.087;29.908;29.908;520.435;1.233;6.675;1.02;0.0;0.982;0.148
3.144;9;8.375.694;1.386.738;60.317;60.317;588.066;1.392;7.559;1.02;12.41;0.982;0.246
4.161;12;14.719.498;1.547.449;113.752;113.752;643.103;1.663;9.001;1.023;17.351;0.982;0.343
5.14;15;21.626.872;1.924.312;175.253;175.253;710.537;2.087;11.199;1.026;25.381;0.982;0.502
6.175;18;29.761.419;2.306.806;246.02;246.02;779.005;2.512;13.357;1.03;34.624;0.982;0.685
7.148;21;39001.77;2.678.037;332.386;332.386;828.999;2.983;15.716;1.036;44.413;0.982;0.879
8.206;24;50.991.868;3.087.386;438.085;438.085;926.489;3.596;18.657;1.042;60.797;0.982;1.204
9.3;27;72761.89;3.560.378;644.762;644.762;1.075.747;4.533;22.91;1.051;89.627;0.982;1.774
1.138;3;5.273.378;1.349.807;7.531;7.531;608.769;1.271;6.929;1.019;19.051;0.982;0.266
2.088;6;3.891.331;1.388.693;30.411;30.411;525.939;1.241;6.713;1.02;0.0;0.982;0.155
3.144;9;8.375.837;1.386.739;60.307;60.307;587.261;1.392;7.552;1.02;12.376;0.982;0.245
4.161;12;14.719.526;1547.45;113.742;113.742;642.222;1.663;8.992;1.023;17.309;0.982;0.343
5.14;15;21627.0;1.924.314;175.248;175.248;709.564;2.087;11.188;1.026;25.324;0.982;0.501
6.175;18;29761.49;2.306.792;245.976;245.976;777.891;2.511;13.343;1.03;34.551;0.982;0.684
7.148;21;39.001.236;2678.04;332.293;332.293;827.967;2.982;15.699;1.036;44.331;0.982;0.878
8.206;24;50.992.454;3087.41;438.069;438.069;925.42;3.595;18.636;1.042;60.699;0.982;1.202
9.3;27;72.762.137;3.560.385;645.049;645.049;1.074.856;4.531;22.883;1.051;89.52;0.982;1.772
1.138;3;4.556.928;1.338.854;6.911;6.911;591.404;1.247;6.788;1.019;23.342;0.982;0.248
2.088;6;3.819.416;1.387.911;30.254;30.254;523.263;1.239;6.697;1.02;0.0;0.982;0.152
3.144;9;8.375.862;1.386.739;60.319;60.319;586.458;1.392;7.545;1.02;12.342;0.982;0.244
4.161;12;14.719.576;1.547.451;113.747;113.747;641.343;1.663;8.983;1.023;17.266;0.982;0.342
5.14;15;21.627.369;1.924.314;175.267;175.267;708.595;2.087;11.176;1.026;25.268;0.982;0.5
6.175;18;29.761.513;2.306.782;246.017;246.017;776.781;2.511;13.329;1.03;34.478;0.982;0.683
7.148;21;39.000.643;2.678.044;332.283;332.283;826.936;2.981;15.681;1.036;44.249;0.982;0.876
8.206;24;50.992.898;3.087.433;438.076;438.076;924.353;3.595;18.615;1.042;60.6;0.982;1.2
9.3;27;72.763.767;3.560.383;644.724;644.724;1.073.975;4.53;22.856;1.051;89.414;0.982;1.77
1.138;3;3.844.937;1.333.171;6.591;6.591;572.109;1.223;6.646;1.019;24.704;0.982;0.227
2.088;6;3.893.409;1.388.584;30.385;30.385;524.639;1.241;6.703;1.02;0.0;0.982;0.154
3.144;9;8.375.985;1386.74;60.313;60.313;585.656;1.392;7.537;1.02;12.309;0.982;0.244
4.161;12;14.719.716;1.547.451;113.738;113.738;640.467;1.663;8.974;1.023;17.224;0.982;0.341
5.14;15;21.627.557;1.924.315;175.225;175.225;707.627;2.087;11.165;1.026;25.212;0.982;0.499
6.175;18;29.761.539;2.306.774;245.933;245.933;775.674;2.511;13.315;1.03;34.405;0.982;0.681
7.148;21;39.000.039;2.678.048;332.406;332.406;825.909;2.981;15.664;1.036;44.167;0.982;0.874
8.206;24;50.993.239;3.087.452;437.968;437.968;923.29;3.594;18.594;1.042;60.502;0.982;1.198
9.3;27;72.764.648;3.560.384;645.085;645.085;1.073.092;4.529;22.828;1.051;89.307;0.982;1.768
1.138;3;2.644.775;1.330.725;6.442;6.442;536.44;1.183;6.41;1.019;24.663;0.982;0.185
2.088;6;4.115.088;1.390.668;30.786;30.786;529.94;1.249;6.741;1.02;0.0;0.982;0.16
3.144;9;8.376.116;1386.74;60.323;60.323;584.857;1.391;7.53;1.02;12.275;0.982;0.243
4.161;12;14.719.821;1.547.452;113.746;113.746;639.594;1.662;8.965;1.023;17.181;0.982;0.34
5.14;15;21.627.706;1.924.318;175.252;175.252;706.661;2.086;11.154;1.026;25.156;0.982;0.498
6.175;18;29.761.573;2.306.769;245.994;245.994;774.57;2.51;13.301;1.03;34.332;0.982;0.68
7.148;21;38.999.447;2.678.052;332.306;332.306;824.884;2.98;15.647;1.036;44.086;0.982;0.873
8.206;24;50.993.519;3.087.467;438.017;438.017;922.23;3.593;18.574;1.042;60.403;0.982;1.196
9.3;27;72.765.214;3.560.388;644.737;644.737;1.072.211;4.528;22.801;1.051;89.201;0.982;1.766
1.138;3;1.679.828;1.334.804;6.655;6.655;503.306;1.149;6.212;1.019;20.402;0.982;0.144
2.088;6;4.296.961;1.392.168;31.076;31.076;534.415;1.255;6.773;1.02;0.0;0.982;0.166
3.144;9;8.376.176;1.386.741;60.319;60.319;584.059;1.391;7.523;1.02;12.242;0.982;0.242
4.161;12;14.719.846;1.547.452;113.756;113.756;638.721;1.662;8.956;1.023;17.139;0.982;0.339
5.14;15;21.627.898;1.924.319;175.226;175.226;705.699;2.086;11.142;1.026;25.1;0.982;0.497
6.175;18;29.761.644;2.306.764;246.001;246.001;773.47;2.51;13.288;1.03;34.259;0.982;0.678
7.148;21;38.998.956;2.678.054;332.264;332.264;823.863;2.98;15.63;1.036;44.005;0.982;0.871
8.206;24;50993.71;3.087.479;438.014;438.014;921.172;3.592;18.553;1.042;60.305;0.982;1.194
9.3;27;72.765.502;3.560.399;645.065;645.065;1.071.331;4.527;22.774;1.051;89.095;0.982;1.764
1.138;3;984.725;1.351.691;7.584;7.584;470.469;1.125;6.056;1.019;9.104;0.982;0.098
2.088;6;4.565.265;1.393.539;31.355;31.355;540.993;1.265;6.814;1.02;0.0;0.982;0.174
3.144;9;8.376.328;1.386.742;60.324;60.324;583.263;1.391;7.515;1.02;12.208;0.982;0.242
4.161;12;14.719.898;1.547.453;113.757;113.757;637.852;1.662;8.947;1.023;17.097;0.982;0.338
5.14;15;21.627.949;1.924.321;175.268;175.268;704.737;2.086;11.131;1.026;25.045;0.982;0.496
6.175;18;29.761.738;2.306.765;245.987;245.987;772.373;2.51;13.274;1.03;34.187;0.982;0.677
7.148;21;38.998.482;2.678.054;332.339;332.339;822.844;2.979;15.613;1.036;43.924;0.982;0.87
8.206;24;50.993.867;3.087.488;438.055;438.055;920.118;3.592;18.532;1.042;60.207;0.982;1.192
9.3;27;72.766.622;3.560.397;644.815;644.815;1.070.458;4.526;22.747;1.051;88.989;0.982;1.762
1.138;3;1.122.486;1.368.286;8.517;8.517;469.408;1.132;6.085;1.019;2.239;0.982;0.093
2.088;6;4.803.373;1.394.318;31.509;31.509;546.733;1.272;6.85;1.02;0.0;0.982;0.182
3.144;9;8.376.384;1.386.742;60.322;60.322;582.468;1.391;7.508;1.02;12.175;0.982;0.241
4.161;12;14.719.974;1.547.454;113.745;113.745;636.984;1.662;8.938;1.023;17.054;0.982;0.338
5.14;15;21.628.237;1.924.322;175.256;175.256;703.78;2.086;11.119;1.026;24.989;0.982;0.495
6.175;18;29.761.921;2.306.771;245.924;245.924;771.279;2.509;13.26;1.03;34.114;0.982;0.675
7.148;21;38.997.914;2.678.058;332.375;332.375;821.828;2.978;15.596;1.036;43.843;0.982;0.868
8.206;24;50994.01;3087.49;437.994;437.994;919.067;3.591;18.512;1.042;60.11;0.982;1.19
9.3;27;72.767.535;3.560.398;644.837;644.837;1.069.586;4.524;22.72;1.051;88.884;0.982;1.759
1.138;3;1.407.973;1.383.303;9.383;9.383;475.793;1.145;6.149;1.019;1.115;0.982;0.099
2.088;6;4.986.075;1.394.721;31.583;31.583;551.122;1.278;6.883;1.02;0.0;0.982;0.187
3.144;9;8.376.482;1.386.742;60.328;60.328;581.674;1.391;7.501;1.02;12.141;0.982;0.24
4.161;12;14.720.123;1.547.454;113.748;113.748;636.119;1.662;8.929;1.023;17.012;0.982;0.337
5.14;15;21.628.514;1.924.323;175.263;175.263;702.825;2.085;11.108;1.026;24.934;0.982;0.494
6.175;18;29.762.184;2.306.784;245.924;245.924;770.189;2.509;13.247;1.03;34.042;0.982;0.674
7.148;21;38.997.418;2.678.061;332.257;332.257;820.814;2.978;15.579;1.036;43.762;0.982;0.866
8.206;24;50.994.016;3.087.491;438.013;438.013;918.018;3.59;18.491;1.042;60.012;0.982;1.188
9.3;27;72.769.019;3.560.392;644.799;644.799;1.068.719;4.523;22.693;1.051;88.779;0.982;1.757
1.138;3;2.343.737;1.404.228;10.632;10.632;502.074;1.184;6.355;1.019;0.0;0.982;0.129
2.088;6;4.810.403;1.394.206;31.489;31.489;545.538;1.272;6.842;1.02;0.0;0.982;0.181
3.144;9;8.376.594;1.386.743;60.329;60.329;580.883;1.391;7.494;1.02;12.108;0.982;0.24
4.161;12;14.720.266;1.547.455;113.736;113.736;635.256;1.661;8.92;1.023;16.97;0.982;0.336
5.14;15;21.628.452;1.924.326;175.231;175.231;701.871;2.085;11.097;1.026;24.878;0.982;0.492
6.175;18;29.762.589;2.306.803;245.965;245.965;769.103;2.509;13.233;1.03;33.971;0.982;0.673
7.148;21;38.996.938;2.678.063;332.261;332.261;819.804;2.977;15.562;1.036;43.681;0.982;0.865
8.206;24;50.993.896;3.087.493;438.003;438.003;916.973;3.589;18.471;1.042;59.915;0.982;1.186
9.3;27;72.769.273;3.560.401;645.096;645.096;1067.85;4.522;22.666;1.051;88.674;0.982;1.755
1.138;3;4008.62;1.412.165;11.132;11.132;550.747;1.244;6.692;1.019;0.0;0.982;0.186
2.088;6;5.075.401;1394.74;31.595;31.595;551.989;1.281;6.891;1.02;0.0;0.982;0.189
3.144;9;8.376.743;1.386.744;60.319;60.319;580.094;1.391;7.486;1.02;12.075;0.982;0.239
4.161;12;14.720.251;1.547.456;113.742;113.742;634.395;1.661;8.911;1.023;16.928;0.982;0.335
5.14;15;21.628.732;1.924.327;175.282;175.282;700.921;2.085;11.086;1.026;24.823;0.982;0.491
6.175;18;29.763.214;2.306.826;245.932;245.932;768.021;2.508;13.22;1.03;33.899;0.982;0.671
7.148;21;38.996.361;2.678.066;332.242;332.242;818.795;2.977;15.545;1.036;43.601;0.982;0.863
8.206;24;50.993.837;3.087.492;438.097;438.097;915.931;3.588;18.45;1.042;59.817;0.982;1.184
9.3;27;72.769.573;3.560.403;644.888;644.888;1.066.982;4.521;22.639;1.051;88.569;0.982;1.753
1.138;3;6.832.335;1.376.341;9.024;9.024;633.733;1.323;7.148;1.019;3.579;0.982;0.292
2.088;6;5.375.129;1.394.496;31.561;31.561;559.429;1.291;6.936;1.02;0.0;0.982;0.199
3.144;9;8.376.856;1.386.744;60.333;60.333;579.306;1.391;7.479;1.02;12.041;0.982;0.238
4.161;12;14.720.383;1.547.456;113.758;113.758;633.536;1.661;8.902;1.023;16.887;0.982;0.334
5.14;15;21.628.933;1.924.328;175.233;175.233;699.973;2.084;11.074;1.026;24.768;0.982;0.49
6.175;18;29.764.096;2.306.861;245.949;245.949;766.943;2.508;13.207;1.031;33.828;0.982;0.67
7.148;21;38.995.903;2.678.067;332.349;332.349;817.79;2.976;15.528;1.036;43.521;0.982;0.862
8.206;24;50.993.781;3087.49;437.969;437.969;914.892;3.588;18.43;1.042;59.72;0.982;1.182
9.3;27;72.771.046;3.560.403;644.833;644.833;1.066.124;4.52;22.612;1.051;88.465;0.982;1.751
1.138;3;4.656.001;1.318.688;5.773;5.773;591.836;1.245;6.721;1.019;30.401;0.982;0.257
2.088;6;5.557.366;1.394.041;31.474;31.474;563.661;1.296;6.96;1.02;0.0;0.982;0.205
3.144;9;8.376.928;1.386.745;60.333;60.333;578.519;1.391;7.472;1.02;12.008;0.982;0.238
4.161;12;14720.48;1.547.457;113.744;113.744;632.679;1.661;8.893;1.023;16.845;0.982;0.333
5.14;15;21.628.978;1924.33;175.238;175.238;699.026;2.084;11.063;1.026;24.713;0.982;0.489
6.175;18;29765.33;2.306.906;245.943;245.943;765.869;2.508;13.193;1.031;33.757;0.982;0.668
7.148;21;38.995.416;2678.07;332.351;332.351;816.788;2.975;15.511;1.036;43.441;0.982;0.86
8.206;24;50.993.798;3.087.486;438.082;438.082;913.857;3.587;18.409;1.042;59.624;0.982;1.18
9.3;27;72.771.795;3.560.407;645.018;645.018;1.065.264;4.519;22.585;1.051;88.361;0.982;1.749
1.138;3;1.374.623;1.320.684;5.852;5.852;493.565;1.136;6.1;1.019;24.631;0.982;0.139
2.088;6;5.835.128;1.392.818;31.259;31.259;570.715;1.304;6.999;1.02;0.0;0.982;0.214
3.144;9;8.377.059;1.386.745;60.335;60.335;577.734;1.39;7.465;1.02;11.975;0.982;0.237
4.161;12;14.720.424;1.547.458;113.758;113.758;631.824;1.661;8.884;1.023;16.803;0.982;0.333
5.14;15;21.629.119;1.924.332;175.265;175.265;698.083;2.084;11.052;1.027;24.658;0.982;0.488
6.175;18;29.767.075;2.306.967;245.965;245.965;764.801;2.507;13.18;1.031;33.687;0.982;0.667
7.148;21;38.994.942;2.678.071;332.229;332.229;815.788;2.975;15.495;1.036;43.361;0.982;0.859
8.206;24;50.993.688;3.087.487;438.057;438.057;912.825;3.586;18.389;1.042;59.527;0.982;1.178
9.3;27;72.772.648;3.560.402;644.924;644.924;1.064.406;4.517;22.559;1.051;88.257;0.982;1.747
1.138;3;520.687;1.339.225;6.854;6.854;454.531;1.104;5.907;1.019;12.632;0.982;0.086
2.088;6;5.742.301;1393.1;31.304;31.304;567.251;1.301;6.978;1.02;0.0;0.982;0.21
3.144;9;8.377.117;1.386.746;60.336;60.336;576.951;1.39;7.458;1.02;11.942;0.982;0.236
4.161;12;14.720.584;1.547.458;113.765;113.765;630.971;1.66;8.875;1.023;16.761;0.982;0.332
5.14;15;21.629.192;1.924.334;175.237;175.237;697.141;2.084;11.041;1.027;24.603;0.982;0.487
6.175;18;29.769.579;2.307.054;245.993;245.993;763.739;2.507;13.167;1.031;33.618;0.982;0.666
7.148;21;38.994.445;2.678.073;332.216;332.216;814.791;2.974;15.478;1.036;43.282;0.982;0.857
8.206;24;50.993.692;3.087.483;438.02;438.02;911.796;3.585;18.368;1.042;59.431;0.982;1.177
9.3;27;72.773.777;3.560.403;644.775;644.775;1.063.554;4.516;22.532;1.051;88.154;0.982;1.745
1.138;3;838.553;1.367.288;8.431;8.431;454.23;1.12;5.973;1.019;0.0;0.982;0.076
2.088;6;6.128.527;1.391.033;30.922;30.922;577.195;1.312;7.038;1.02;0.0;0.982;0.224
3.144;9;8.377.208;1.386.747;60.337;60.337;576.169;1.39;7.451;1.02;11.909;0.982;0.236
4.161;12;14.720.733;1.547.459;113.756;113.756;630.121;1.66;8.866;1.023;16.72;0.982;0.331
5.14;15;21.629.626;1.924.335;175.271;175.271;696.204;2.083;11.03;1.027;24.548;0.982;0.486
6.175;18;29.773.204;2.307.156;246.016;246.016;762.687;2.507;13.155;1.031;33.549;0.982;0.664
7.148;21;38.993.997;2.678.074;332.273;332.273;813.796;2.974;15.461;1.036;43.202;0.982;0.855
8.206;24;50993.66;3.087.481;437.991;437.991;910.77;3.584;18.348;1.042;59.335;0.982;1.175
9.3;27;72.773.366;3.560.413;644.877;644.877;1.062.695;4.515;22.505;1.051;88.049;0.982;1.743
1.138;3;1.368.565;1.386.429;9.545;9.545;468.665;1.143;6.095;1.019;0.0;0.982;0.093
2.088;6;6.213.809;1.390.411;30.806;30.806;578.875;1.315;7.045;1.02;0.088;0.982;0.226
3.144;9;8.377.315;1.386.747;60.339;60.339;575.389;1.39;7.443;1.021;11.876;0.982;0.235
4.161;12;14.720.705;1.547.459;113.765;113.765;629.272;1.66;8.857;1.023;16.678;0.982;0.33
5.14;15;21629.73;1.924.337;175.263;175.263;695.267;2.083;11.018;1.027;24.493;0.982;0.485
6.175;18;29.779.775;2.307.313;246.099;246.099;761.65;2.507;13.143;1.031;33.484;0.982;0.663
7.148;21;38.993.576;2.678.075;332.229;332.229;812.805;2.973;15.444;1.036;43.123;0.982;0.854
8.206;24;50.993.575;3.087.482;437.957;437.957;909.748;3.584;18.328;1.042;59.24;0.982;1.173
9.3;27;72.774.701;3560.41;644.808;644.808;1.061.848;4.514;22.479;1.051;87.947;0.982;1.741
1.138;3;2.204.058;1.404.952;10.663;10.663;492.561;1.178;6.282;1.019;0.0;0.982;0.12
2.088;6;6.393.242;1.388.577;30.468;30.468;583.478;1.319;7.067;1.02;1.342;0.982;0.234
3.144;9;8.377.463;1.386.748;60.341;60.341;574.611;1.39;7.436;1.021;11.843;0.982;0.234
4.161;12;14.720.847;1547.46;113.768;113.768;628.426;1.66;8.849;1.023;16.637;0.982;0.329
5.14;15;21.629.754;1.924.339;175.258;175.258;694.333;2.083;11.007;1.027;24.439;0.982;0.484
6.175;18;29.789.857;2.307.486;246.187;246.187;760.683;2.507;13.132;1.031;33.427;0.982;0.662
7.148;21;38.993.072;2.678.078;332.325;332.325;811.816;2.972;15.428;1.036;43.044;0.982;0.852
8.206;24;50.993.487;3.087.481;437.98;437.98;908.728;3.583;18.307;1.042;59.144;0.982;1.171
